experiment,final_loss,final_perplexity,best_loss,training_time,tokens_per_second,memory_scaling_factor
test_final,nan,nan,inf,0.22214388847351074,5665.451686061099,0.5714875645854415
test_500_samples,6.847294929504394,941.3310925478884,6.847294929504394,3.558826446533203,25007.56445747171,0.5714875645854415
research_5k,5.7675619804382325,319.7572072396001,5.7675619804382325,99.25792121887207,20436.368751687038,0.5714875645854415
